CompositionID,HazardStudy,ChemicalID,ChemicalName,CASNumber,Contribution
570,282,190,DIISOPROPYLAMINE,108-18-9,14.14
571,283,36,HYDROGEN,1333-74-0,1.79
572,283,17,AMMONIA,7664-41-7,33.08
573,283,88,PROPANE,74-98-6,1.05
574,283,183,ISOPROPYLAMINE,75-31-0,15.7
575,283,10,ACETONE,67-64-1,27.56
576,283,46,ISOPROPANOL,67-63-0,5.27
577,283,190,DIISOPROPYLAMINE,108-18-9,15.55
578,284,17,AMMONIA,7664-41-7,100.0
579,285,17,AMMONIA,7664-41-7,100.0
580,286,183,ISOPROPYLAMINE,75-31-0,100.0
581,287,183,ISOPROPYLAMINE,75-31-0,100.0
582,288,183,ISOPROPYLAMINE,75-31-0,100.0
583,289,183,ISOPROPYLAMINE,75-31-0,0.31
584,289,70,NITROGEN,7727-37-9,0.69
585,290,70,NITROGEN,7727-37-9,0.69
586,290,183,ISOPROPYLAMINE,75-31-0,0.31
587,291,183,ISOPROPYLAMINE,75-31-0,100.0
588,292,183,ISOPROPYLAMINE,75-31-0,100.0
589,293,183,ISOPROPYLAMINE,75-31-0,100.0
590,294,183,ISOPROPYLAMINE,75-31-0,74.2
591,294,70,NITROGEN,7727-37-9,25.8
592,295,183,ISOPROPYLAMINE,75-31-0,100.0
593,296,183,ISOPROPYLAMINE,75-31-0,100.0
594,297,183,ISOPROPYLAMINE,75-31-0,54.4
595,297,70,NITROGEN,7727-37-9,45.6
596,298,183,ISOPROPYLAMINE,75-31-0,54.4
597,298,70,NITROGEN,7727-37-9,45.6
598,299,183,ISOPROPYLAMINE,75-31-0,100.0
599,300,183,ISOPROPYLAMINE,75-31-0,54.4
600,300,70,NITROGEN,7727-37-9,45.6
601,301,183,ISOPROPYLAMINE,75-31-0,100.0
602,302,183,ISOPROPYLAMINE,75-31-0,100.0
603,303,183,ISOPROPYLAMINE,75-31-0,100.0
604,304,183,ISOPROPYLAMINE,75-31-0,100.0
605,305,183,ISOPROPYLAMINE,75-31-0,22.4
606,305,10,ACETONE,67-64-1,2.0
607,305,99,WATER,7732-18-5,70.2
608,305,190,DIISOPROPYLAMINE,108-18-9,5.3
609,306,183,ISOPROPYLAMINE,75-31-0,0.388
610,306,10,ACETONE,67-64-1,0.035
611,306,99,WATER,7732-18-5,0.172
612,306,190,DIISOPROPYLAMINE,108-18-9,0.103
613,306,17,AMMONIA,7664-41-7,0.301
614,307,17,AMMONIA,7664-41-7,100.0
615,308,17,AMMONIA,7664-41-7,43.4
616,308,183,ISOPROPYLAMINE,75-31-0,27.3
617,308,46,ISOPROPANOL,67-63-0,2.4
618,308,99,WATER,7732-18-5,20.4
619,308,190,DIISOPROPYLAMINE,108-18-9,6.5
620,309,17,AMMONIA,7664-41-7,100.0
621,310,17,AMMONIA,7664-41-7,43.4
622,310,183,ISOPROPYLAMINE,75-31-0,27.3
623,310,46,ISOPROPANOL,67-63-0,2.4
624,310,99,WATER,7732-18-5,20.4
625,310,190,DIISOPROPYLAMINE,108-18-9,6.5
626,311,17,AMMONIA,7664-41-7,100.0
627,312,17,AMMONIA,7664-41-7,43.4
628,312,183,ISOPROPYLAMINE,75-31-0,27.3
629,312,46,ISOPROPANOL,67-63-0,2.4
630,312,99,WATER,7732-18-5,20.4
631,312,190,DIISOPROPYLAMINE,108-18-9,6.5
632,313,17,AMMONIA,7664-41-7,100.0
633,314,17,AMMONIA,7664-41-7,43.4
634,314,183,ISOPROPYLAMINE,75-31-0,27.3
635,314,46,ISOPROPANOL,67-63-0,2.4
636,314,99,WATER,7732-18-5,20.4
637,314,190,DIISOPROPYLAMINE,108-18-9,6.5
638,315,183,ISOPROPYLAMINE,75-31-0,30.5
639,315,46,ISOPROPANOL,67-63-0,3.8
640,315,99,WATER,7732-18-5,18.0
641,315,190,DIISOPROPYLAMINE,108-18-9,7.5
642,315,17,AMMONIA,7664-41-7,40.2
643,316,17,AMMONIA,7664-41-7,100.0
644,317,183,ISOPROPYLAMINE,75-31-0,0.483
645,317,46,ISOPROPANOL,67-63-0,0.043
646,317,99,WATER,7732-18-5,0.36
647,317,190,DIISOPROPYLAMINE,108-18-9,0.114
648,318,17,AMMONIA,7664-41-7,100.0
649,319,17,AMMONIA,7664-41-7,43.4
650,319,183,ISOPROPYLAMINE,75-31-0,27.3
651,319,46,ISOPROPANOL,67-63-0,2.4
652,319,99,WATER,7732-18-5,20.4
653,319,190,DIISOPROPYLAMINE,108-18-9,6.5
654,320,183,ISOPROPYLAMINE,75-31-0,30.5
655,320,46,ISOPROPANOL,67-63-0,3.8
656,320,99,WATER,7732-18-5,18.0
657,320,190,DIISOPROPYLAMINE,108-18-9,7.5
658,320,17,AMMONIA,7664-41-7,40.2
659,321,17,AMMONIA,7664-41-7,100.0
660,322,17,AMMONIA,7664-41-7,0.525
661,322,183,ISOPROPYLAMINE,75-31-0,0.259
662,322,46,ISOPROPANOL,67-63-0,0.023
663,322,99,WATER,7732-18-5,0.193
664,322,190,DIISOPROPYLAMINE,108-18-9,0.061
665,323,17,AMMONIA,7664-41-7,100.0
666,324,17,AMMONIA,7664-41-7,43.4
667,324,183,ISOPROPYLAMINE,75-31-0,27.3
668,324,46,ISOPROPANOL,67-63-0,2.4
669,324,99,WATER,7732-18-5,20.4
670,324,190,DIISOPROPYLAMINE,108-18-9,6.5
671,325,183,ISOPROPYLAMINE,75-31-0,0.305
672,325,46,ISOPROPANOL,67-63-0,0.038
673,325,99,WATER,7732-18-5,0.18
674,325,190,DIISOPROPYLAMINE,108-18-9,0.075
675,325,17,AMMONIA,7664-41-7,0.402
676,326,250,ACETIC ACID,64-19-7,100.0
677,327,250,ACETIC ACID,64-19-7,100.0
678,328,250,ACETIC ACID,64-19-7,28.0
679,328,349,ISOPROPYL ACETATE,108-21-4,62.0
680,328,99,WATER,7732-18-5,10.0
681,329,349,ISOPROPYL ACETATE,108-21-4,96.0
682,329,99,WATER,7732-18-5,4.0
683,330,349,ISOPROPYL ACETATE,108-21-4,2.0
684,330,99,WATER,7732-18-5,98.0
685,331,250,ACETIC ACID,64-19-7,28.0
686,331,349,ISOPROPYL ACETATE,108-21-4,62.0
687,331,99,WATER,7732-18-5,10.0
688,332,250,ACETIC ACID,64-19-7,28.0
689,332,349,ISOPROPYL ACETATE,108-21-4,62.0
690,332,99,WATER,7732-18-5,10.0
691,333,250,ACETIC ACID,64-19-7,100.0
692,334,250,ACETIC ACID,64-19-7,70.0
693,334,99,WATER,7732-18-5,20.0
694,335,250,ACETIC ACID,64-19-7,30.0
695,335,349,ISOPROPYL ACETATE,108-21-4,1.0
696,335,99,WATER,7732-18-5,69.0
697,336,250,ACETIC ACID,64-19-7,12.0
698,336,99,WATER,7732-18-5,87.0
699,336,349,ISOPROPYL ACETATE,108-21-4,1.0
700,337,250,ACETIC ACID,64-19-7,30.0
701,337,99,WATER,7732-18-5,69.0
702,337,349,ISOPROPYL ACETATE,108-21-4,1.0
703,338,250,ACETIC ACID,64-19-7,20.0
704,338,99,WATER,7732-18-5,77.8
705,338,349,ISOPROPYL ACETATE,108-21-4,2.2
706,339,250,ACETIC ACID,64-19-7,20.0
707,339,99,WATER,7732-18-5,77.8
708,339,349,ISOPROPYL ACETATE,108-21-4,2.2
709,340,250,ACETIC ACID,64-19-7,20.0
710,340,349,ISOPROPYL ACETATE,108-21-4,2.2
711,341,349,ISOPROPYL ACETATE,108-21-4,905.0
712,341,250,ACETIC ACID,64-19-7,112.0
713,341,15,AIR,132259-10-0,24809.29889
714,342,349,ISOPROPYL ACETATE,108-21-4,97.0
715,342,250,ACETIC ACID,64-19-7,112.0
716,342,15,AIR,132259-10-0,24809.29889
717,342,99,WATER,7732-18-5,100.0
718,343,250,ACETIC ACID,64-19-7,72.0
719,343,99,WATER,7732-18-5,28.0
720,344,349,ISOPROPYL ACETATE,108-21-4,100.0
721,345,349,ISOPROPYL ACETATE,108-21-4,100.0
722,346,1464,DIETHYLENE GLYCOL MONOBUTYL ETHER ACETATE,124-17-4,100.0
723,347,323,5-METHYL-2-HEXANONE,110-12-3,100.0
724,348,396,N-PROPYL ACETATE,109-60-4,100.0
725,349,338,ETHYL ACETATE,141-78-6,100.0
726,350,161,ETHYLAMINE,75-04-7,12.0
727,350,160,DIETHYLAMINE,109-89-7,17.2
728,350,95,TRIETHYLAMINE,121-44-8,7.1
729,350,29,ETHANOL,64-17-5,9.5
730,350,36,HYDROGEN,1333-74-0,0.2
731,350,17,AMMONIA,7664-41-7,41.0
732,350,99,WATER,7732-18-5,13.0
733,351,17,AMMONIA,7664-41-7,100.0
734,352,183,ISOPROPYLAMINE,75-31-0,100.0
735,353,161,ETHYLAMINE,75-04-7,100.0
736,354,399,PROPIONIC ANHYDRIDE,123-62-6,30.0
737,354,345,ACETIC ANHYDRIDE,108-24-7,30.0
738,354,278,ISOBUTYRIC ANHYDRIDE,97-72-3,30.0
742,356,250,ACETIC ACID,64-19-7,25.0
743,356,292,ISOBUTYRIC ACID,79-31-2,25.0
744,356,422,PROPIONIC ACID,79-09-4,25.0
745,356,99,WATER,7732-18-5,15.0
746,356,46,ISOPROPANOL,67-63-0,10.0
750,358,250,ACETIC ACID,64-19-7,0.995
751,358,99,WATER,7732-18-5,0.005
758,361,18,BENZENE,71-43-2,40.0
759,361,94,TOLUENE,108-88-3,40.0
760,361,567,NAPHTHALENE,91-20-3,20.0
761,362,18,BENZENE,71-43-2,40.0
762,362,94,TOLUENE,108-88-3,40.0
763,362,567,NAPHTHALENE,91-20-3,20.0
764,363,18,BENZENE,71-43-2,40.0
765,363,94,TOLUENE,108-88-3,40.0
766,363,567,NAPHTHALENE,91-20-3,20.0
767,364,18,BENZENE,71-43-2,40.0
768,364,94,TOLUENE,108-88-3,40.0
769,364,567,NAPHTHALENE,91-20-3,20.0
770,365,18,BENZENE,71-43-2,40.0
771,365,94,TOLUENE,108-88-3,40.0
772,365,567,NAPHTHALENE,91-20-3,20.0
773,366,18,BENZENE,71-43-2,40.0
774,366,94,TOLUENE,108-88-3,40.0
775,366,567,NAPHTHALENE,91-20-3,20.0
776,367,18,BENZENE,71-43-2,40.0
777,367,94,TOLUENE,108-88-3,40.0
778,367,567,NAPHTHALENE,91-20-3,20.0
779,368,18,BENZENE,71-43-2,40.0
780,368,94,TOLUENE,108-88-3,40.0
781,368,567,NAPHTHALENE,91-20-3,20.0
782,369,18,BENZENE,71-43-2,40.0
783,369,94,TOLUENE,108-88-3,40.0
784,369,567,NAPHTHALENE,91-20-3,20.0
785,370,18,BENZENE,71-43-2,40.0
786,370,94,TOLUENE,108-88-3,40.0
787,370,567,NAPHTHALENE,91-20-3,20.0
788,371,18,BENZENE,71-43-2,40.0
789,371,94,TOLUENE,108-88-3,40.0
790,371,567,NAPHTHALENE,91-20-3,20.0
791,372,18,BENZENE,71-43-2,40.0
792,372,94,TOLUENE,108-88-3,40.0
793,372,567,NAPHTHALENE,91-20-3,20.0
794,373,18,BENZENE,71-43-2,40.0
795,373,94,TOLUENE,108-88-3,40.0
796,373,567,NAPHTHALENE,91-20-3,20.0
797,374,18,BENZENE,71-43-2,40.0
798,374,94,TOLUENE,108-88-3,40.0
799,374,567,NAPHTHALENE,91-20-3,20.0
800,375,18,BENZENE,71-43-2,40.0
801,375,94,TOLUENE,108-88-3,40.0
802,375,567,NAPHTHALENE,91-20-3,20.0
803,376,18,BENZENE,71-43-2,40.0
804,376,94,TOLUENE,108-88-3,40.0
805,376,567,NAPHTHALENE,91-20-3,20.0
806,377,18,BENZENE,71-43-2,40.0
807,377,94,TOLUENE,108-88-3,40.0
808,377,567,NAPHTHALENE,91-20-3,20.0
809,378,18,BENZENE,71-43-2,40.0
810,378,94,TOLUENE,108-88-3,40.0
811,378,567,NAPHTHALENE,91-20-3,20.0
812,379,18,BENZENE,71-43-2,40.0
813,379,94,TOLUENE,108-88-3,40.0
814,379,567,NAPHTHALENE,91-20-3,20.0
818,381,18,BENZENE,71-43-2,40.0
819,381,94,TOLUENE,108-88-3,40.0
820,381,567,NAPHTHALENE,91-20-3,20.0
872,399,18,BENZENE,71-43-2,40.0
873,399,94,TOLUENE,108-88-3,40.0
874,399,567,NAPHTHALENE,91-20-3,20.0
875,400,18,BENZENE,71-43-2,40.0
876,400,94,TOLUENE,108-88-3,40.0
877,400,567,NAPHTHALENE,91-20-3,20.0
878,401,18,BENZENE,71-43-2,40.0
879,401,94,TOLUENE,108-88-3,40.0
880,401,567,NAPHTHALENE,91-20-3,20.0
881,402,18,BENZENE,71-43-2,40.0
882,402,94,TOLUENE,108-88-3,40.0
883,402,567,NAPHTHALENE,91-20-3,20.0
884,403,18,BENZENE,71-43-2,40.0
885,403,94,TOLUENE,108-88-3,40.0
886,403,567,NAPHTHALENE,91-20-3,20.0
887,404,18,BENZENE,71-43-2,40.0
888,404,94,TOLUENE,108-88-3,40.0
889,404,567,NAPHTHALENE,91-20-3,20.0
890,405,18,BENZENE,71-43-2,40.0
891,405,94,TOLUENE,108-88-3,40.0
892,405,567,NAPHTHALENE,91-20-3,20.0
893,406,530,N-BUTYL ACETATE,123-86-4,100.0
894,407,250,ACETIC ACID,64-19-7,1.0
895,408,530,N-BUTYL ACETATE,123-86-4,100.0
912,417,250,ACETIC ACID,64-19-7,20774.43777
913,418,250,ACETIC ACID,64-19-7,20774.43777
914,419,250,ACETIC ACID,64-19-7,28.0
915,419,349,ISOPROPYL ACETATE,108-21-4,62.0
916,419,99,WATER,7732-18-5,10.0
917,420,349,ISOPROPYL ACETATE,108-21-4,96.0
918,420,99,WATER,7732-18-5,4.0
919,421,349,ISOPROPYL ACETATE,108-21-4,2.0
920,421,99,WATER,7732-18-5,98.0
929,426,47,METHANE,74-82-8,100.0
930,427,47,METHANE,74-82-8,100.0
931,428,25,CHLORINE,7782-50-5,1.0
932,429,17,AMMONIA,7664-41-7,60.0
933,429,18,BENZENE,71-43-2,40.0
934,430,17,AMMONIA,7664-41-7,60.0
935,430,18,BENZENE,71-43-2,40.0
936,431,35,HYDRAZINE,302-01-2,100.0
937,432,455,CHLOROSULFONIC ACID,7790-94-5,1.0
938,433,37,HYDROGEN CHLORIDE,7647-01-0,1.0
939,434,455,CHLOROSULFONIC ACID,7790-94-5,1.0
940,435,345,ACETIC ANHYDRIDE,108-24-7,100.0
941,436,338,ETHYL ACETATE,141-78-6,1.0
942,437,338,ETHYL ACETATE,141-78-6,1.0
943,438,338,ETHYL ACETATE,141-78-6,1.0
944,439,250,ACETIC ACID,64-19-7,12.0
945,439,99,WATER,7732-18-5,88.0
946,440,250,ACETIC ACID,64-19-7,12.0
947,440,99,WATER,7732-18-5,88.0
948,441,250,ACETIC ACID,64-19-7,12.0
949,441,99,WATER,7732-18-5,88.0
950,442,27,DIMETHYLAMINE,124-40-3,100.0
951,443,27,DIMETHYLAMINE,124-40-3,100.0
952,444,48,METHANOL,67-56-1,100.0
953,445,251,ETHYLENE GLYCOL,107-21-1,100.0
954,446,48,METHANOL,67-56-1,100.0
955,447,251,ETHYLENE GLYCOL,107-21-1,100.0
956,448,251,ETHYLENE GLYCOL,107-21-1,80.0
957,448,48,METHANOL,67-56-1,20.0
958,449,251,ETHYLENE GLYCOL,107-21-1,80.0
959,449,48,METHANOL,67-56-1,20.0
960,450,1112,"2,2,4,4-TETRAMETHYL-1,3-CYCLOBUTANEDIOL",3010-96-6,72.0
961,450,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,28.0
962,451,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,100.0
963,452,207,ACETALDEHYDE,75-07-0,1.0
964,453,207,ACETALDEHYDE,75-07-0,1.0
965,454,349,ISOPROPYL ACETATE,108-21-4,100.0
966,455,349,ISOPROPYL ACETATE,108-21-4,100.0
967,456,349,ISOPROPYL ACETATE,108-21-4,100.0
968,457,345,ACETIC ANHYDRIDE,108-24-7,100.0
969,458,345,ACETIC ANHYDRIDE,108-24-7,100.0
970,459,345,ACETIC ANHYDRIDE,108-24-7,100.0
971,460,345,ACETIC ANHYDRIDE,108-24-7,100.0
972,461,345,ACETIC ANHYDRIDE,108-24-7,50.0
973,461,250,ACETIC ACID,64-19-7,50.0
974,462,345,ACETIC ANHYDRIDE,108-24-7,891.5
975,462,250,ACETIC ACID,64-19-7,891.5
976,462,99,WATER,7732-18-5,2917.96
977,463,345,ACETIC ANHYDRIDE,108-24-7,891.5
978,463,250,ACETIC ACID,64-19-7,891.5
979,463,99,WATER,7732-18-5,11254.98
980,464,345,ACETIC ANHYDRIDE,108-24-7,13.0
981,464,250,ACETIC ACID,64-19-7,13.0
982,464,99,WATER,7732-18-5,74.0
983,465,99,WATER,7732-18-5,0.1
984,465,250,ACETIC ACID,64-19-7,0.55
985,465,70,NITROGEN,7727-37-9,0.35
986,466,261,BUTANAL,123-72-8,74.0
987,466,99,WATER,7732-18-5,3.0
988,466,852,N-PROPYL FORMATE,110-74-7,20.0
989,466,472,N-BUTYRIC ACID,107-92-6,2.0
990,466,10,ACETONE,67-64-1,1.0
991,467,48,METHANOL,67-56-1,35.0
992,467,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,65.0
993,468,48,METHANOL,67-56-1,21.0
994,468,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,39.0
995,468,1484,"DIMETHYL-1,4-CYCLOHEXANEDICARBOXYLATE",94-60-0,40.0
996,469,48,METHANOL,67-56-1,35.0
997,469,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,65.0
998,470,99,WATER,7732-18-5,77.0
999,470,95,TRIETHYLAMINE,121-44-8,15.0
1000,470,40,HYDROGEN PEROXIDE,7722-84-1,8.0
1001,471,28,ETHANE,74-84-0,100.0
1002,472,250,ACETIC ACID,64-19-7,85.0
1003,472,99,WATER,7732-18-5,15.0
1004,473,250,ACETIC ACID,64-19-7,85.0
1005,473,99,WATER,7732-18-5,15.0
1006,474,250,ACETIC ACID,64-19-7,85.0
1007,474,99,WATER,7732-18-5,15.0
1008,475,250,ACETIC ACID,64-19-7,85.0
1009,475,99,WATER,7732-18-5,15.0
1010,476,250,ACETIC ACID,64-19-7,85.0
1011,476,99,WATER,7732-18-5,15.0
1012,477,250,ACETIC ACID,64-19-7,85.0
1013,477,396,N-PROPYL ACETATE,109-60-4,10.0
1014,477,99,WATER,7732-18-5,5.0
1015,478,250,ACETIC ACID,64-19-7,100.0
1016,479,250,ACETIC ACID,64-19-7,100.0
1017,480,250,ACETIC ACID,64-19-7,100.0
1018,481,250,ACETIC ACID,64-19-7,100.0
1019,482,250,ACETIC ACID,64-19-7,100.0
1020,483,48,METHANOL,67-56-1,85.0
1021,483,99,WATER,7732-18-5,15.0
1022,484,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,89.0
1023,484,48,METHANOL,67-56-1,11.0
1024,485,48,METHANOL,67-56-1,100.0
1025,486,48,METHANOL,67-56-1,100.0
1026,487,48,METHANOL,67-56-1,100.0
1027,487,349,ISOPROPYL ACETATE,108-21-4,90.0
1028,487,99,WATER,7732-18-5,10.0
1029,488,48,METHANOL,67-56-1,100.0
1030,489,1483,DIMETHYL TEREPHTHALATE,120-61-6,100.0
1031,490,422,PROPIONIC ACID,79-09-4,87.0
1032,490,99,WATER,7732-18-5,11.0
1033,490,250,ACETIC ACID,64-19-7,3.0
1034,491,48,METHANOL,67-56-1,100.0
1035,492,48,METHANOL,67-56-1,35.0
1036,492,251,ETHYLENE GLYCOL,107-21-1,9.0
1037,493,48,METHANOL,67-56-1,35.0
1038,493,251,ETHYLENE GLYCOL,107-21-1,9.0
1039,494,48,METHANOL,67-56-1,100.0
1040,495,48,METHANOL,67-56-1,100.0
1041,496,48,METHANOL,67-56-1,100.0
1042,497,48,METHANOL,67-56-1,100.0
1043,498,48,METHANOL,67-56-1,100.0
1044,499,48,METHANOL,67-56-1,100.0
1045,500,1483,DIMETHYL TEREPHTHALATE,120-61-6,100.0
1046,501,99,WATER,7732-18-5,14.4
1047,501,22,CARBON DIOXIDE,124-38-9,27.8
1048,501,24,CARBON MONOXIDE,630-08-0,51.9
1049,501,36,HYDROGEN,1333-74-0,3.0
1050,501,41,HYDROGEN SULFIDE,7783-06-4,1.6
1051,501,118,CARBONYL SULFIDE,463-58-1,0.2
1052,502,99,WATER,7732-18-5,53.2
1053,502,22,CARBON DIOXIDE,124-38-9,15.2
1054,502,24,CARBON MONOXIDE,630-08-0,28.4
1055,502,36,HYDROGEN,1333-74-0,1.7
1056,502,41,HYDROGEN SULFIDE,7783-06-4,0.9
1057,502,118,CARBONYL SULFIDE,463-58-1,0.1
1058,502,70,NITROGEN,7727-37-9,0.4
1059,502,253,ARGON,7440-37-1,0.1
1060,503,250,ACETIC ACID,64-19-7,90.0
1061,503,99,WATER,7732-18-5,10.0
1062,504,250,ACETIC ACID,64-19-7,50.0
1063,504,99,WATER,7732-18-5,10.0
1064,504,396,N-PROPYL ACETATE,109-60-4,35.0
1065,504,381,1-PROPANOL,71-23-8,3.0
1066,504,331,METHYL ACETATE,79-20-9,2.0
1067,505,250,ACETIC ACID,64-19-7,50.0
1068,505,99,WATER,7732-18-5,10.0
1069,505,396,N-PROPYL ACETATE,109-60-4,35.0
1070,505,381,1-PROPANOL,71-23-8,3.0
1071,505,331,METHYL ACETATE,79-20-9,2.0
1072,506,522,METHYLETHANOLAMINE,109-83-1,45.0
1073,506,952,METHYL DIETHANOLAMINE,105-59-9,0.0
1074,506,51,METHYLAMINE,74-89-5,55.0
1075,507,31,ETHYLENE OXIDE,75-21-8,50.0
1076,507,27,DIMETHYLAMINE,124-40-3,50.0
1077,509,27,DIMETHYLAMINE,124-40-3,100.0
1078,510,27,DIMETHYLAMINE,124-40-3,100.0
1079,511,27,DIMETHYLAMINE,124-40-3,100.0
1080,512,27,DIMETHYLAMINE,124-40-3,100.0
1081,513,51,METHYLAMINE,74-89-5,100.0
1082,514,51,METHYLAMINE,74-89-5,100.0
1083,515,51,METHYLAMINE,74-89-5,100.0
1084,516,51,METHYLAMINE,74-89-5,100.0
1085,517,51,METHYLAMINE,74-89-5,100.0
1086,518,51,METHYLAMINE,74-89-5,100.0
1087,519,51,METHYLAMINE,74-89-5,100.0
1088,520,51,METHYLAMINE,74-89-5,100.0
1089,521,51,METHYLAMINE,74-89-5,100.0
1090,522,250,ACETIC ACID,64-19-7,33.0
1091,522,422,PROPIONIC ACID,79-09-4,33.0
1092,522,472,N-BUTYRIC ACID,107-92-6,34.0
1093,523,217,DIMETHYL ETHER,115-10-6,100.0
1094,524,292,ISOBUTYRIC ACID,79-31-2,100.0
1095,525,10,ACETONE,67-64-1,20.0
1096,525,99,WATER,7732-18-5,80.0
1097,526,251,ETHYLENE GLYCOL,107-21-1,100.0
1098,527,611,DIPHENYL ETHER,101-84-8,0.735
1099,527,533,BIPHENYL,92-52-4,0.265
1100,528,611,DIPHENYL ETHER,101-84-8,0.735
1101,528,533,BIPHENYL,92-52-4,0.265
1102,529,250,ACETIC ACID,64-19-7,9.0
1103,529,99,WATER,7732-18-5,58.0
1104,530,250,ACETIC ACID,64-19-7,9.0
1105,530,99,WATER,7732-18-5,58.0
1106,531,232,n-BUTYRONITRILE,109-74-0,100.0
1107,532,48,METHANOL,67-56-1,100.0
1108,533,48,METHANOL,67-56-1,100.0
1109,534,48,METHANOL,67-56-1,100.0
1110,535,88,PROPANE,74-98-6,70.0
1111,535,28,ETHANE,74-84-0,30.0
1112,536,51,METHYLAMINE,74-89-5,100.0
1113,539,10,ACETONE,67-64-1,100.0
1114,540,10,ACETONE,67-64-1,100.0
1115,541,10,ACETONE,67-64-1,100.0
1116,542,10,ACETONE,67-64-1,100.0
1117,543,10,ACETONE,67-64-1,100.0
1118,544,10,ACETONE,67-64-1,100.0
1119,545,277,CYCLOHEXANE,110-82-7,100.0
1120,546,292,ISOBUTYRIC ACID,79-31-2,100.0
1121,547,292,ISOBUTYRIC ACID,79-31-2,100.0
1122,548,292,ISOBUTYRIC ACID,79-31-2,100.0
1123,549,44,ISOBUTENE,115-11-7,100.0
1124,550,161,ETHYLAMINE,75-04-7,77.0
1125,550,99,WATER,7732-18-5,23.0
1126,551,161,ETHYLAMINE,75-04-7,77.0
1127,551,99,WATER,7732-18-5,23.0
1128,552,161,ETHYLAMINE,75-04-7,100.0
1129,553,161,ETHYLAMINE,75-04-7,51.0
1130,553,99,WATER,7732-18-5,49.0
1131,554,161,ETHYLAMINE,75-04-7,51.0
1132,554,99,WATER,7732-18-5,49.0
1133,555,161,ETHYLAMINE,75-04-7,70.0
1134,555,99,WATER,7732-18-5,30.0
1135,556,95,TRIETHYLAMINE,121-44-8,100.0
1136,557,95,TRIETHYLAMINE,121-44-8,100.0
1137,558,95,TRIETHYLAMINE,121-44-8,100.0
1138,559,161,ETHYLAMINE,75-04-7,100.0
1139,560,161,ETHYLAMINE,75-04-7,100.0
1140,561,161,ETHYLAMINE,75-04-7,52.0
1141,561,70,NITROGEN,7727-37-9,48.0
1142,562,161,ETHYLAMINE,75-04-7,70.0
1143,562,99,WATER,7732-18-5,30.0
1144,563,161,ETHYLAMINE,75-04-7,100.0
1145,564,161,ETHYLAMINE,75-04-7,100.0
1146,565,161,ETHYLAMINE,75-04-7,100.0
1147,566,292,ISOBUTYRIC ACID,79-31-2,89.0
1148,566,278,ISOBUTYRIC ANHYDRIDE,97-72-3,3.0
1149,566,409,N-BUTYL METHACRYLATE,97-88-1,8.0
1150,567,292,ISOBUTYRIC ACID,79-31-2,89.0
1151,567,278,ISOBUTYRIC ANHYDRIDE,97-72-3,3.0
1152,567,409,N-BUTYL METHACRYLATE,97-88-1,8.0
1153,568,292,ISOBUTYRIC ACID,79-31-2,89.0
1154,568,278,ISOBUTYRIC ANHYDRIDE,97-72-3,3.0
1155,568,409,N-BUTYL METHACRYLATE,97-88-1,8.0
1156,569,292,ISOBUTYRIC ACID,79-31-2,23.0
1157,569,278,ISOBUTYRIC ANHYDRIDE,97-72-3,71.0
1158,569,409,N-BUTYL METHACRYLATE,97-88-1,6.0
1159,570,292,ISOBUTYRIC ACID,79-31-2,23.0
1160,570,278,ISOBUTYRIC ANHYDRIDE,97-72-3,71.0
1161,570,409,N-BUTYL METHACRYLATE,97-88-1,6.0
1162,571,278,ISOBUTYRIC ANHYDRIDE,97-72-3,100.0
1163,572,278,ISOBUTYRIC ANHYDRIDE,97-72-3,100.0
1164,573,278,ISOBUTYRIC ANHYDRIDE,97-72-3,100.0
1165,574,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,65.0
1166,574,48,METHANOL,67-56-1,35.0
1167,575,1484,"DIMETHYL-1,4-CYCLOHEXANEDICARBOXYLATE",94-60-0,98.3
1168,575,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,1.7
1169,576,1484,"DIMETHYL-1,4-CYCLOHEXANEDICARBOXYLATE",94-60-0,98.3
1170,576,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,1.7
1171,577,1484,"DIMETHYL-1,4-CYCLOHEXANEDICARBOXYLATE",94-60-0,98.3
1172,577,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,1.7
1173,578,1484,"DIMETHYL-1,4-CYCLOHEXANEDICARBOXYLATE",94-60-0,98.3
1174,578,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,1.7
1175,579,1484,"DIMETHYL-1,4-CYCLOHEXANEDICARBOXYLATE",94-60-0,98.3
1176,579,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,1.7
1177,580,1484,"DIMETHYL-1,4-CYCLOHEXANEDICARBOXYLATE",94-60-0,98.3
1178,580,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,1.7
1179,581,48,METHANOL,67-56-1,100.0
1180,582,48,METHANOL,67-56-1,100.0
